TF1,DF1,TF2,DF2
32,30,0,0
38,32,7,5
34,32,0,0
30,28,0,0
42,22,0,0
43,39,0,0
88,5,62,2
33,27,0,0
41,10,8,5
152,64,2,2
90,36,0,0
1,1,219,154
66,32,44,34
103,55,0,0
22,16,2152,1065
70,13,51,27
50,13,23,6
43,23,0,0
18,12,45,35
16,15,17,10
15,12,24,14
39,13,26,9
51,31,23,16
68,51,3,1
34,30,0,0
180,108,0,0
43,30,0,0
36,19,0,0
119,94,1,1
62,14,0,0
121,15,0,0
67,37,114,55
15,13,1611,867
20,15,34,27
0,0,91,45
1,1,85,64
95,58,0,0
11,10,110,102
11,7,20,10
46,21,41,21
110,71,0,0
32,29,0,0
74,48,6,5
83,8,0,0
82,30,6,4
19,9,13,6
28,9,8,4
29,13,1,1
41,24,1,1
58,30,19,15
63,60,1,1
52,28,0,0
0,0,38,32
40,35,0,0
42,26,14,9
28,22,3,1
21,14,11,10
41,2,3,1
48,31,2,2
55,28,203,140
52,36,0,0
35,25,0,0
1,1,35,16
31,20,0,0
41,38,0,0
41,39,0,0
13,8,497,289
25,12,138,93
41,28,2,1
51,25,1,1
41,34,0,0
39,24,1,1
46,18,17,5
38,21,9,7
42,37,2,2
27,8,13,3
59,49,29,24
23,5,8,2
117,52,4100,1761
40,34,0,0
31,23,6,6
43,2,16,1
47,39,5,2
36,32,0,0
35,32,0,0
35,33,0,0
69,46,1,1
208,132,0,0
21,9,10,2
29,18,2,2
81,68,0,0
110,49,57,35
29,21,0,0
53,49,0,0
38,36,0,0
88,74,45,41
33,32,6,5
159,85,4,3
45,37,0,0
62,49,0,0
88,34,1,1
50,31,8,5
33,28,0,0
48,43,0,0
39,33,0,0
33,27,1,1
27,22,13,12
616,567,0,0
49,27,0,0
87,84,24,23
50,47,0,0
21,10,10,4
9,2,22,21
44,36,15,13
25,25,0,0
23,20,12,9
37,21,19,14
75,65,0,0
49,37,0,0
28,21,6,5
20,7,14,5
38,8,18,4
32,25,1,1
32,30,0,0
55,33,0,0
78,40,0,0
51,27,0,0
35,32,1,1
63,24,14,8
27,17,11,7
37,19,1,1
40,16,1,1
27,20,3,2
31,16,0,0
53,44,0,0
37,35,0,0
65,32,22,12
8,8,342,218
16,13,17,14
44,34,0,0
48,27,0,0
44,14,20,13
71,36,3,3
83,40,5,2
20,15,0,0
45,40,1,1
34,25,0,0
60,34,1,1
31,20,19,11
52,26,3,3
37,24,93,61
70,59,3,3
31,28,0,0
45,16,18,8
30,18,6,3
61,27,20,9
26,9,5,3
63,51,0,0
38,2,11,1
29,15,13,9
60,32,29,12
30,17,1,1
52,43,38,27
39,15,26,9
54,29,0,0
47,37,1,1
55,40,7,7
1,1,37,31
37,26,0,0
30,10,4,3
30,27,5,5
37,33,0,0
135,129,30,30
81,78,18,18
77,55,0,0
49,38,2,2
54,48,12,12
32,15,0,0
133,10,53,3
12,6,56,43
27,11,17,5
36,19,0,0
33,17,28,14
69,37,1,1
62,11,20,10
61,7,47,4
85,11,20,9
51,20,6,2
54,46,7,4
35,25,0,0
13,6,11,8
120,4,3,2
175,65,322,224
31,24,0,0
137,93,19,15
71,32,0,0
76,5,14,4
39,9,2,1
35,20,2,2
53,30,0,0
49,45,1,1
76,47,36,23
21,7,12,2
32,26,0,0
32,19,15,9
30,19,23,16
22,20,9,9
26,25,39,27
23,11,9,4
73,16,12,4
127,44,19,11
26,20,14,7
101,21,37,12
168,20,71,11
110,37,0,0
54,39,1,1
31,14,21,13
35,27,20,13
74,39,25,12
25,21,7,4
43,18,1,1
38,25,0,0
84,38,3,3
39,11,1,1
61,32,4,4
30,7,24,3
46,40,0,0
24,11,7,7
25,12,16,6
69,45,31,23
3,2,4,3
35,29,1,1
62,40,0,0
54,51,0,0
0,0,617,437
41,34,8,2
63,63,0,0
30,27,0,0
32,26,1,1
5,5,0,0
61,40,5,5
37,36,0,0
37,19,14,10
51,30,2,2
49,34,0,0
44,43,3,2
26,18,16,11
44,26,0,0
39,19,0,0
84,32,10,4
45,34,1,1
71,61,0,0
100,36,5,3
18,13,16,15
18,16,7,5
53,5,28,5
17,9,4,4
44,22,26,18
14,13,19,13
43,33,0,0
22,14,21,18
36,34,0,0
42,2,3,3
37,9,9,6
30,4,1,1
32,19,5,4
40,16,4,4
32,16,10,8
79,37,1,1
33,26,4,3
42,26,1,1
79,15,45,7
25,21,8,4
58,54,0,0
37,14,8,6
48,18,0,0
22,20,16,7
0,0,256,152
33,24,1,1
33,12,0,0
22,12,10,5
31,24,9,8
32,29,0,0
69,58,0,0
32,28,0,0
64,58,0,0
66,42,19,13
58,44,23,20
25,16,6,6
46,27,2,2
100,61,0,0
162,37,49,30
73,8,8,7
65,34,12,6
81,15,0,0
82,28,0,0
42,38,0,0
67,24,0,0
26,20,6,6
66,30,0,0
68,40,1,1
56,53,0,0
42,36,0,0
34,16,1,1
48,38,0,0
36,8,0,0
39,13,0,0
31,12,0,0
131,112,0,0
14,9,44,37
32,30,0,0
30,22,0,0
40,30,1,1
21,10,17,11
49,17,18,11
62,28,64,17
2,2,147,59
33,11,1,1
28,13,2,2
19,11,9,4
14,12,36,25
23,22,8,5
17,5,39,15
44,34,0,0
44,21,3,1
1,1,65,44
0,0,62,30
2,2,38,22
2,2,37,26
5,4,191,121
2,2,97,79
1,1,262,152
76,41,0,0
110,63,0,0
19,16,33,23
32,26,0,0
25,6,14,2
25,17,3,2
39,5,40,4
147,70,54,38
70,33,0,0
31,14,0,0
34,33,6,6
38,38,5,4
47,41,4,4
35,12,0,0
32,6,702,492
61,55,24,22
154,34,57,21
39,29,23,18
62,29,48,19
50,46,6,5
58,13,1,1
58,28,23,8
32,27,0,0
34,28,0,0
42,38,0,0
48,28,0,0
84,65,2,2
28,12,14,4
33,16,8,7
75,47,29,22
117,106,3,1
169,32,5,3
39,32,1,1
40,17,0,0
5,4,245,155
42,1,16,1
32,12,1,1
39,3,8,3
27,17,7,4
61,42,0,0
38,24,2,2
43,39,0,0
58,47,0,0
33,12,45,16
11,10,46,30
48,45,0,0
27,16,79,40
95,16,0,0
38,3,12,1
57,34,0,0
85,49,0,0
24,14,11,5
34,8,19,2
29,8,27,6
42,8,12,9
33,18,12,6
45,39,0,0
48,15,12,5
28,12,0,0
29,20,2,2
50,9,1,1
54,12,10,7
75,19,1,1
51,12,5,4
46,43,0,0
34,18,0,0
110,77,1,1
71,23,0,0
36,33,0,0
173,131,0,0
12,8,170,73
104,60,1,1
30,29,0,0
28,27,3,3
1489,618,2545,806
25,18,16,11
75,48,0,0
88,50,111,59
48,42,0,0
91,59,0,0
38,33,0,0
140,99,0,0
36,33,0,0
49,13,38,3
54,48,21,19
24,5,12,3
22,14,5,4
45,27,0,0
103,31,0,0
50,30,0,0
30,26,0,0
35,21,0,0
27,19,0,0
63,49,0,0
31,12,0,0
69,56,40,32
47,34,0,0
50,43,0,0
166,69,9,4
81,9,32,3
26,15,0,0
65,53,0,0
31,12,2,2
199,85,0,0
39,14,28,10
24,11,3,3
65,45,8,8
105,63,6,3
35,18,6,3
60,50,2,1
44,30,1,1
20,8,323,132
26,17,64,48
42,16,1,1
82,50,11,8
17,15,17,12
43,29,0,0
65,48,0,0
39,32,1,1
48,31,0,0
35,1,2,1
29,12,7,5
54,33,0,0
56,56,3,3
28,2,5,3
53,36,1,1
46,38,0,0
10,10,23,9
63,43,1,1
37,12,2,1
42,39,0,0
33,30,1,1
78,19,0,0
87,56,3,3
22,17,9,7
21,13,11,6
52,34,3,1
14,8,39,23
33,30,0,0
44,23,11,11
20,14,22,9
46,38,0,0
33,17,0,0
62,45,37,26
120,64,61,42
28,15,8,6
65,28,37,13
77,35,1,1
42,29,3,3
6,4,375,309
72,48,9,6
37,37,1,1
10,8,13,11
12,12,429,423
38,29,0,0
53,48,0,0
55,6,6,2
33,18,21,12
26,7,10,5
30,20,2,1
29,19,15,12
31,19,9,5
95,88,0,0
17,11,5,5
33,26,0,0
54,36,1,1
27,24,17,14
40,24,0,0
41,25,1,1
11,6,38,10
19,18,72,53
18,11,10,8
26,16,8,5
26,17,5,1
89,31,17,10
55,12,5,3
93,27,94,16
36,31,4,4
22,7,9,4
30,18,12,8
36,22,14,10
53,41,0,0
31,18,9,9
99,22,25,14
31,30,0,0
49,39,1,1
37,22,22,21
33,15,19,6
68,44,6,2
35,23,0,0
13,9,379,149
37,1,8,2
37,23,0,0
39,27,0,0
52,45,1,1
85,27,18,5
50,40,23,19
36,34,1,1
6,5,48,14
31,21,7,6
59,45,0,0
20,4,11,4
29,11,9,4
41,22,24,14
77,35,6,5
158,30,71,27
16,9,14,6
22,17,11,7
87,74,0,0
31,21,0,0
45,32,1,1
35,30,0,0
137,77,3,3
22,20,20,17
60,30,0,0
31,17,3,1
51,50,0,0
32,22,11,7
46,20,1,1
133,28,76,34
57,24,27,14
287,78,3,3
71,35,13,9
57,35,1,1
41,36,18,17
47,34,0,0
57,48,0,0
19,8,15,6
33,18,1,1
35,11,6,4
129,99,0,0
50,38,0,0
108,49,4,3
60,28,0,0
98,88,0,0
50,23,0,0
110,95,1,1
137,93,0,0
49,41,0,0
35,28,0,0
73,46,0,0
24,16,7,4
46,37,1,1
22,13,13,5
64,23,0,0
65,41,5,4
29,22,20,15
109,15,1,1
27,8,77,28
0,0,42,22
38,26,0,0
108,57,1,1
0,0,231,167
47,4,23,6
30,24,9,9
37,22,0,0
39,33,30,24
84,73,0,0
32,27,9,7
105,64,0,0
35,24,0,0
49,28,9,7
15,14,691,399
46,32,2,2
3,2,1008,556
0,0,41,31
2,2,1694,972
52,49,0,0
1,1,272,203
1,1,194,164
0,0,42,34
0,0,501,349
1,1,77,68
0,0,32,23
2,2,1144,672
2,2,483,356
1,1,1117,660
14,10,303,200
0,0,105,90
0,0,110,101
1,1,792,479
1,1,48,38
56,28,2,2
35,30,0,0
43,19,51,28
39,25,52,33
34,27,211,118
29,29,0,0
28,17,0,0
8,8,172,129
8,4,61,26
24,19,13,11
17,16,10,9
42,40,6,6
81,9,6,2
11,7,161,55
35,7,34,17
11,9,14,12
35,34,14,10
30,7,10,6
39,16,18,10
37,32,1,1
32,30,0,0
57,11,22,8
11,6,38,11
183,51,0,0
63,4,8,2
31,20,9,8
29,24,5,5
31,5,4,3
14,12,201,101
60,26,0,0
64,40,14,9
32,19,10,6
39,25,0,0
78,58,0,0
53,18,63,29
47,12,10,6
66,54,24,21
37,35,3,3
42,39,3,3
32,2,19,2
54,35,1,1
36,35,6,5
61,55,29,24
35,24,2,2
94,42,0,0
39,26,164,83
95,17,297,168
23,12,9,5
12,11,15,12
64,20,26,11
42,32,29,24
15,9,17,10
31,29,0,0
24,16,32,23
25,21,93,61
44,33,17,13
19,15,11,10
82,52,4,4
49,30,0,0
2,2,152,120
35,3,0,0
77,45,2,2
45,27,0,0
55,33,0,0
42,22,408,199
51,45,0,0
34,4,5,5
2,2,155,70
22,18,14,9
11,8,230,141
61,23,0,0
45,32,64,46
37,20,27,19
68,44,0,0
55,39,2,2
28,13,28,7
38,33,0,0
16,6,28,20
59,53,0,0
32,31,0,0
45,1,9,1
17,13,10,9
21,4,11,2
29,27,0,0
102,37,97,33
46,26,0,0
12,10,8,6
145,66,0,0
37,28,3,2
34,25,0,0
59,33,12,11
70,50,3,3
29,18,3,3
36,35,0,0
70,50,1,1
75,71,24,24
60,27,0,0
2,1,278,234
42,40,0,0
24,8,6,3
58,41,5,4
52,19,2,1
35,20,2,2
35,30,14,9
1,1,194,180
40,35,0,0
60,37,2,2
94,58,0,0
13,12,19,18
27,9,10,6
3,2,455,262
30,28,0,0
27,20,2,2
31,30,0,0
24,19,6,4
52,46,0,0
73,44,26,15
16,11,15,8
31,20,181,98
36,6,37,5
72,52,1,1
52,49,0,0
41,37,0,0
55,15,13,5
48,37,0,0
47,28,10,1
46,40,2,2
20,10,0,0
66,47,0,0
35,25,0,0
83,60,41,30
49,40,0,0
15,11,50,25
11,6,72,51
43,19,16,8
41,30,0,0
29,10,9,6
9,9,31,25
118,18,0,0
83,9,24,3
22,8,18,3
27,18,25,20
59,25,20,11
25,17,8,6
40,35,0,0
39,30,0,0
29,16,15,6
23,15,10,5
35,30,0,0
45,9,0,0
57,29,40,33
51,33,8,7
22,17,14,10
43,18,11,4
80,35,1,1
25,8,11,6
70,34,1,1
44,41,0,0
39,7,10,3
47,19,23,12
36,24,1425,799
102,28,26,10
57,38,2,2
30,19,12,7
55,12,0,0
29,27,0,0
40,38,0,0
59,39,2,2
36,13,10,7
29,15,54,45
38,23,13,11
46,32,5,1
144,61,0,0
78,65,36,28
34,22,19,13
57,43,0,0
25,14,6,6
47,11,15,6
31,18,0,0
28,5,14,4
47,43,0,0
38,29,0,0
78,37,45,30
4,4,213,131
14,11,170,93
17,15,829,535
43,21,4,4
33,19,5,4
15,6,154,90
25,20,199,100
70,68,25,24
18,5,15,5
44,10,0,0
51,44,0,0
32,10,23,6
22,21,17,13
59,40,3,1
30,24,0,0
52,33,6,2
28,16,6,6
55,7,10,5
35,19,5,5
42,22,5,5
7,7,106,72
64,49,0,0
39,37,1,1
31,30,0,0
9,9,26,24
1,1,232,174
31,22,0,0
26,20,5,4
14,8,18,7
17,14,59,34
38,25,9,8
12,4,15,3
1,1,47,31
35,18,16,9
22,13,416,240
19,16,676,377
2,2,29,17
2,2,62,36
24,19,15,14
54,46,3,1
65,42,47,25
37,17,2,1
35,21,0,0
44,28,33,15
31,17,20,11
60,56,3,3
43,19,34,12
57,33,0,0
28,19,0,0
32,18,0,0
51,36,0,0
28,17,11,5
31,16,12,7
73,29,4,3
34,29,0,0
17,10,47,25
19,19,57,36
44,24,13,6
30,21,0,0
18,8,107,58
35,24,0,0
24,17,10,7
30,24,8,3
55,24,1826,776
41,37,0,0
49,37,2,2
45,20,18,12
66,54,0,0
42,27,0,0
40,33,0,0
47,21,4,2
84,58,29,23
60,26,3,2
34,30,0,0
33,25,19,15
144,58,49,23
42,19,22,16
22,9,11,3
83,65,0,0
47,12,6,4
32,17,0,0
38,30,0,0
20,7,14,4
47,23,3,3
34,20,17,11
63,54,0,0
59,31,17,14
79,27,47,12
106,75,0,0
69,58,0,0
40,28,0,0
50,15,2,2
37,31,1,1
36,29,1,1
63,29,19,12
44,19,7,7
81,57,1,1
51,38,0,0
63,33,18,13
81,6,2,1
51,37,0,0
38,31,1,1
168,37,2,2
41,25,0,0
30,29,0,0
36,22,5,4
41,31,0,0
51,25,20,12
40,20,28,20
48,25,4,2
37,20,16,10
42,13,0,0
34,27,0,0
30,20,16,15
26,16,7,5
36,29,0,0
36,20,18,7
44,39,0,0
115,105,24,22
30,27,0,0
23,14,12,4
35,20,0,0
43,41,1,1
44,23,2,2
29,23,1,1
57,46,0,0
49,11,29,7
25,14,6,2
4,4,40,23
54,33,1,1
33,26,3791,1452
1,1,30,21
84,30,0,0
38,34,0,0
43,13,26,10
60,14,3,2
39,22,2,2
25,18,10,8
17,13,15,10
103,77,1,1
29,4,8,3
43,30,17,16
30,21,1,1
55,15,33,9
39,18,16,12
38,32,0,0
86,37,0,0
41,35,0,0
123,63,0,0
58,42,3,1
44,24,1,1
32,13,65,26
40,25,65,47
3,3,143,81
4,1,44,37
0,0,32,26
53,23,20,13
45,39,0,0
11,10,146,88
45,37,1,1
38,31,0,0
68,54,0,0
50,21,1,1
43,21,1,1
25,16,3,2
30,7,3,2
49,31,3,2
22,20,14,9
38,19,46,7
36,7,14,4
58,16,19,10
44,29,15,13
28,14,3,3
22,15,11,7
40,30,23,15
32,19,8,8
37,18,14,8
41,41,3,2
31,19,1,1
42,17,18,6
24,16,32,18
100,54,54,28
57,47,3,2
32,16,0,0
43,34,0,0
34,28,0,0
50,42,0,0
114,29,1,1
79,12,3,1
61,55,1,1
34,30,0,0
47,44,15,13
31,27,0,0
37,23,0,0
16,12,13,4
47,30,16,14
4,2,98,87
48,28,19,12
44,38,0,0
35,31,2,1
24,14,10,6
34,17,12,9
83,49,0,0
47,31,0,0
41,16,25,17
57,28,0,0
66,18,12,6
22,9,25,12
30,29,0,0
31,13,15,9
43,30,0,0
50,22,0,0
57,39,29,22
101,41,10,3
81,64,0,0
147,39,2,2
29,17,9,7
31,29,0,0
35,1,7,1
60,23,30,17
129,60,58,35
42,13,6,5
30,26,0,0
63,26,0,0
37,5,16,1
91,50,5,5
110,50,1,1
43,39,0,0
51,36,3,1
60,35,1,1
100,60,3,2
0,0,112,84
70,29,486,207
56,19,25,13
71,66,23,22
83,43,22,17
5,4,151,84
34,22,23,14
63,33,43,24
262,119,0,0
29,5,6,2
32,24,3,2
27,7,11,10
52,25,3,2
287,84,4,4
47,23,0,0
39,9,0,0
30,18,0,0
37,36,55,46
117,59,0,0
59,53,0,0
22,4,13,4
24,10,17,3
47,8,12,3
107,10,14,1
35,1,19,2
66,29,31,14
127,34,30,12
34,22,0,0
52,50,14,14
32,29,0,0
55,43,0,0
124,46,48,20
87,23,32,7
107,58,0,0
64,26,16,11
31,12,9,7
39,10,9,7
12,12,0,0
36,11,21,8
30,23,1,1
34,27,0,0
113,36,3,3
29,14,12,6
6,4,69,7
193,56,0,0
23,21,8,8
90,22,0,0
17,11,34,12
29,20,4,3
34,15,15,8
15,10,16,12
41,25,11,10
22,20,26,23
139,13,22,5
19,13,10,8
16,4,22,5
30,22,0,0
69,29,19,12
57,13,15,6
102,69,45,31
90,60,3,3
33,27,22,18
33,14,6,2
20,14,10,5
33,12,4,4
0,0,71,61
28,20,3,3
26,22,4,4
66,52,0,0
34,16,0,0
30,22,0,0
30,27,0,0
46,25,3,1
43,27,1,1
46,43,0,0
40,36,0,0
39,21,0,0
34,31,0,0
39,27,0,0
29,20,9,8
31,22,2,2
29,1,16,1
26,23,7,6
17,4,31,2
21,8,31,4
40,13,19,8
51,44,0,0
34,28,0,0
26,9,9,7
46,21,1,1
34,29,19,13
55,38,29,18
45,44,0,0
47,11,106,4
31,16,9,9
31,8,0,0
29,14,2,1
71,32,0,0
39,21,12,10
38,13,1,1
37,3,0,0
95,45,0,0
33,22,0,0
37,25,8,2
39,17,3,3
29,9,7,2
53,34,19,13
31,11,0,0
75,29,1,1
43,24,11,10
49,33,0,0
33,27,0,0
63,30,14,4
32,13,0,0
19,15,39,23
18,14,23,16
38,32,1,1
15,14,445,304
0,0,30,23
38,26,0,0
27,18,14,12
64,32,39,18
19,11,20,2
28,15,6,5
35,22,0,0
22,12,9,4
35,33,0,0
37,34,3,3
34,28,0,0
57,50,0,0
68,46,0,0
35,25,3,1
0,0,53,46
30,22,1,1
39,35,0,0
20,5,1,1
53,8,10,4
56,52,0,0
92,61,0,0
38,25,9,5
48,43,0,0
40,38,0,0
36,27,0,0
31,23,0,0
42,16,10,2
66,18,0,0
37,24,1,1
53,19,4,1
29,9,0,0
34,22,1,1
32,15,0,0
55,48,3,3
36,19,1,1
29,18,1,1
46,41,0,0
77,54,1,1
63,35,0,0
61,22,5,2
98,59,4,4
33,3,7,1
46,19,0,0
54,36,19,15
283,103,8,5
38,21,1,1
84,17,0,0
50,45,21,20
0,0,130,86
20,16,37,29
46,39,0,0
36,32,0,0
10,8,150,131
44,30,4,2
53,48,0,0
37,11,0,0
39,29,0,0
45,25,1,1
54,32,3,3
40,34,0,0
82,52,2,2
0,0,36,24
1,1,195,117
43,14,57,24
31,21,4,4
3,3,228,123
100,38,97,57
31,21,11,8
33,12,0,0
32,15,5,5
71,19,2,2
32,18,16,12
15,7,17,7
51,49,0,0
51,20,11,7
196,8,7,4
76,64,0,0
98,21,25,11
48,21,1,1
55,26,0,0
33,19,17,9
27,22,18,17
48,20,584,324
36,21,7,5
26,8,12,5
32,23,7,2
31,7,3,3
33,19,362,187
3,1,32,4
32,5,6,4
34,26,0,0
29,24,0,0
65,60,0,0
16,9,14,9
36,31,1,1
37,24,24,14
67,23,0,0
35,20,0,0
38,21,26,12
41,21,0,0
27,5,22,3
46,35,4,4
74,33,0,0
64,55,0,0
49,31,0,0
85,57,1,1
50,45,0,0
34,23,0,0
28,12,9,6
31,17,7,6
46,20,25,11
94,17,21,12
18,3,37,28
14,11,19,16
54,24,58,28
3,1,875,427
0,0,199,107
115,81,0,0
18,12,12,10
155,25,26,5
142,25,13,6
11,5,41,5
34,31,0,0
56,35,6,5
27,26,3,3
22,6,9,3
31,24,0,0
37,33,1,1
29,13,18,13
36,17,9,4
144,91,1,1
29,10,9,6
37,14,1,1
34,34,36,26
42,37,0,0
154,20,2,1
84,3,3,2
43,28,25,14
54,27,3,3
16,12,90,41
11,8,75,57
27,18,4,4
31,29,0,0
52,34,1,1
55,30,19,7
39,31,9,5
0,0,59,29
41,41,0,0
30,20,10,9
26,20,7,2
35,26,27,23
42,37,0,0
19,18,13,10
47,47,5,5
36,16,17,10
42,22,1,1
10,7,24,7
27,20,6,5
42,24,12,9
26,16,19,13
53,8,0,0
17,8,15,7
43,20,1,1
21,20,24,12
45,20,0,0
40,31,0,0
38,30,0,0
42,30,1,1
69,29,0,0
36,31,0,0
57,32,2,2
30,25,2,2
27,23,17,13
50,4,12,6
21,14,5,3
21,14,8,5
38,26,144,92
47,30,18,16
37,21,9,2
153,60,6,1
38,22,0,0
30,29,2,2
21,13,21,15
120,37,14,8
42,19,0,0
33,13,4,4
48,40,1,1
48,30,0,0
61,16,4,2
91,57,68,35
64,37,0,0
39,25,27,13
39,28,15,13
30,19,0,0
34,21,5,5
22,8,13,4
31,26,3,1
39,36,0,0
47,29,0,0
36,29,1,1
28,14,11,5
64,55,1,1
39,29,0,0
118,67,66,44
45,11,21,10
31,16,4,2
33,17,1,1
15,4,24,2
33,25,932,523
76,47,2,2
54,35,0,0
154,9,0,0
33,4,0,0
3,2,120,67
8,3,149,103
23,6,12,4
1,1,38,31
0,0,36,23
3,3,273,118
33,1,4,1
11,7,18,18
45,43,0,0
0,0,48,32
38,16,0,0
144,125,0,0
9,2,79,9
67,64,0,0
42,23,9,8
69,52,30,23
64,22,2,2
137,22,61,14
25,11,16,8
56,18,33,13
21,20,8,8
25,21,10,6
41,37,22,19
90,13,66,1
41,30,0,0
33,25,0,0
57,22,17,6
126,65,27,21
28,24,13,10
40,15,5,2
14,13,16,12
141,42,52,25
35,13,15,11
47,2,0,0
70,11,21,13
51,38,0,0
40,30,0,0
30,6,7,3
114,33,10,4
31,23,0,0
27,20,6,4
24,17,0,0
58,21,19,10
43,2,16,2
34,12,16,3
42,35,6,3
56,44,0,0
60,39,1,1
43,13,14,4
43,33,1,1
17,6,42,16
40,24,1,1
149,34,11,3
111,47,0,0
92,22,0,0
183,48,0,0
38,20,27,20
28,11,2,2
1,1,1061,354
22,11,101,62
18,12,712,260
1,1,56,51
42,23,0,0
8,4,24,12
10,10,1236,786
2,2,86,53
34,24,0,0
18,13,28,24
11,5,29,20
3,3,1847,625
16,9,1111,727
26,5,122,69
0,0,76,53
1,1,45,22
21,19,182,98
7,6,93,42
1,1,36,28
25,11,29,19
50,33,101,76
10,7,22,11
0,0,68,40
1,1,122,41
48,42,0,0
12,10,29,10
31,17,9,5
103,52,6,4
9,4,9,9
12,6,150,92
33,32,0,0
3,3,369,190
2,2,101,95
12,9,82,51
34,18,0,0
2,2,300,223
2,2,61,7
56,33,116,56
125,34,0,0
5,4,2,2
38,22,1,1
73,46,0,0
52,5,33,5
33,33,1,1
82,35,7,5
36,8,0,0
45,29,0,0
63,56,11,9
47,43,17,11
19,18,22,5
36,23,2,2
17,13,17,14
36,16,14,4
51,36,1,1
36,19,1,1
26,11,43,30
19,8,45,23
17,9,36,21
32,18,1,1
39,30,0,0
31,23,0,0
34,18,0,0
0,0,50,48
32,20,0,0
7,6,55,36
30,17,0,0
43,6,1,1
50,14,0,0
170,132,0,0
41,21,0,0
67,18,34,7
15,10,98,89
30,19,12,8
42,38,0,0
32,26,0,0
18,7,0,0
27,10,16,7
27,20,1,1
52,15,24,8
29,9,678,480
33,29,0,0
47,39,0,0
19,10,15,8
23,10,1415,913
50,26,105,54
28,26,13,8
25,14,12,9
22,16,10,10
67,16,16,11
31,15,2,2
61,59,0,0
632,35,323,24
40,20,17,14
42,29,0,0
109,75,3,3
40,7,10,3
40,19,25,14
74,11,10,5
56,28,33,14
28,20,4,3
33,29,0,0
114,70,60,43
64,35,0,0
28,19,84,34
19,12,10,4
29,20,21,13
54,22,12,10
14,13,16,16
20,12,66,33
35,19,0,0
28,23,32,24
33,20,20,12
1,1,76,38
16,12,77,47
52,39,83,64
25,4,11,6
15,9,15,7
36,27,0,0
28,22,15,12
1,1,143,87
0,0,100,90
42,31,45,23
26,23,142,74
16,9,29,20
3,3,25,17
20,11,25,14
16,5,16,9
4,3,28,19
9,9,19,17
17,15,44,23
4,4,28,8
48,20,44,15
62,5,3,2
1,1,158,114
0,0,61,47
3,3,146,129
14,13,60,37
9,5,39,32
28,16,22,16
6,6,37,20
8,7,31,21
192,5,31,2
46,39,86,64
17,13,15,10
25,14,15,9
2,2,114,73
25,8,12,3
56,39,20,17
26,12,10,4
166,40,21,12
29,13,11,5
23,18,11,6
50,34,18,14
31,12,12,4
34,22,2,1
43,33,2,1
35,13,227,85
35,17,38,22
14,2,36,22
0,0,76,70
0,0,507,369
10,8,238,152
55,30,3,3
27,24,2,2
32,24,0,0
67,26,1,1
26,23,11,9
50,28,7,3
53,41,1,1
0,0,143,94
36,12,0,0
18,15,11,10
24,18,7,5
17,17,12,9
19,10,6,5
53,8,0,0
42,23,13,6
28,26,11,11
50,22,0,0
24,14,7,6
33,14,3,1
22,16,2,2
33,23,2,2
80,68,1,1
40,28,42,27
31,22,25,17
17,17,14,12
60,23,0,0
50,20,26,10
28,18,8,7
38,29,4,3
3,2,33,27
26,9,16,6
29,13,20,7
84,54,1,1
36,30,0,0
47,17,16,10
32,30,0,0
23,16,22,11
28,26,5,5
33,29,0,0
103,43,0,0
36,18,5,3
59,48,0,0
36,4,9,5
38,34,0,0
66,42,7,3
21,7,18,2
49,16,1,1
42,29,1,1
20,14,11,11
54,44,0,0
27,18,18,10
27,14,10,7
41,18,1,1
29,23,20,16
44,17,1,1
33,19,6,2
28,15,13,7
50,38,0,0
36,17,4,1
21,16,1137,677
28,20,12,9
31,17,0,0
73,64,1,1
30,22,1,1
31,28,0,0
47,40,3,3
33,18,0,0
64,8,0,0
104,22,20,8
38,21,6,6
34,24,9,6
87,10,43,4
45,38,0,0
70,39,0,0
34,5,21,4
10,4,1267,775
45,17,7,2
26,23,6,4
33,26,4,4
29,23,18,9
48,29,0,0
37,31,0,0
53,13,1,1
34,13,4,4
45,9,3,2
38,23,17,10
67,26,30,10
62,14,3,2
55,33,0,0
41,20,3,2
47,33,2,2
55,45,0,0
5,2,2,1
35,21,0,0
40,36,0,0
151,15,41,8
30,20,0,0
66,9,17,8
12,8,60,26
62,22,29,9
2,2,157,83
30,20,0,0
38,16,12,8
38,35,0,0
57,44,23,11
18,14,84,43
16,13,15,9
24,21,36,30
56,32,6,5
42,26,34,23
36,10,18,2
35,7,15,3
34,32,0,0
32,11,0,0
52,27,0,0
52,46,0,0
38,23,0,0
43,37,0,0
27,4,39,5
74,41,8,7
19,11,12,9
31,23,0,0
14,6,1128,716
29,13,4,4
26,21,14,10
36,19,2,2
30,15,0,0
34,28,1,1
61,47,3,2
96,22,0,0
43,40,0,0
29,15,0,0
41,16,2,1
85,62,0,0
78,64,0,0
46,45,5,5
39,34,6,4
32,25,8,4
47,46,3,3
45,20,31,13
32,28,0,0
36,10,3,2
44,14,19,7
33,31,7,7
64,35,1,1
31,23,6,6
113,38,1,1
4,3,56,46
40,20,3,3
27,18,15,11
38,30,18,15
41,16,11,10
26,19,0,0
67,36,51,45
22,14,15,14
39,7,0,0
30,17,0,0
36,11,0,0
40,27,10,7
22,19,17,16
41,21,0,0
207,28,29,10
89,79,24,24
26,10,53,11
32,19,11,9
100,16,1,1
